0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.76794,1.6288,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.94417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60873
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38438
0,0,0,0,0,0,0,0,0,0,0,0,0,1.1563,0.053148
0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3379,-1.7996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32218
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55433
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48248,1.3063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23974
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
