0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43696
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046823
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.80728,0,0,0,0.28634
0,0,0,0,0,0,0,0,0,0,0,0,-0.18839,0,0,1.0621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3877
0,0,0,0,0,0,0,0,0,0,0,0,0.81831,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-2,-0.61898,0,-0.8752
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7938,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4691
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
